day, month, hour, weekend, publicHoliday, daysBeforeBooking, weatherCondition, occupancyRate, target_multiplier
  9,     2,   17,       0,             0,                12,                0,          0.97,              1.74
 13,     1,   13,       0,             0,                 2,                0,          0.78,              0.76
 15,     9,    5,       0,             0,                 1,                1,          0.97,              0.98
  3,     5,   15,       0,             0,                14,                0,          0.37,              0.89
 11,    12,   17,       0,             0,                 2,                1,          0.3 ,              1.41
 21,    11,    0,       0,             0,                21,                0,          0.41,              0.82
 14,     5,    7,       0,             0,                15,                2,          0.52,              0.6
 30,    12,    0,       0,             0,                28,                1,          0.74,              0.87
 25,    10,    0,       0,             0,                 9,                0,          0.88,              1.04
  8,     4,   18,       0,             0,                19,                0,          0.46,              1.5
 18,     2,   20,       0,             0,                 1,                1,          0.29,              1.42
 19,     5,    9,       0,             0,                14,                0,          0.32,              0.83
 16,     2,   17,       0,             0,                 7,                1,          0.7 ,              1.37
  2,    12,   11,       0,             0,                12,                0,          0.57,              0.74
  8,     7,   16,       0,             0,                 0,                1,          0.49,              1.43
 22,    11,    0,       1,             0,                25,                0,          0.2 ,              1.0
  6,     9,    7,       0,             0,                30,                0,          0.88,              1.03
 12,     9,    9,       1,             0,                23,                2,          0.78,              0.63
 15,    11,    9,       0,             0,                 1,                0,          0.14,              0.82
 25,     6,   17,       1,             0,                 8,                1,          0.37,              1.74
  8,     1,    8,       1,             0,                28,                1,          0.54,              0.95
  4,     6,    1,       1,             0,                19,                0,          0.45,              0.89
 15,     5,    2,       1,             0,                19,                1,          0.4 ,              1.03
 28,     4,    1,       0,             0,                22,                0,          0.72,              0.75
 20,    12,    5,       0,             1,                18,                1,          0.05,              1.04
 25,     6,   22,       0,             0,                11,                1,          0.47,              1.38
 17,     6,   11,       0,             0,                11,                0,          0.26,              0.88
 13,     6,   21,       1,             0,                 9,                0,          0.08,              1.8
 18,     2,   18,       0,             0,                18,                1,          0.46,              1.55
  2,     7,   14,       1,             0,                19,                1,          0.17,              1.06
 13,     4,   18,       0,             1,                 9,                1,          0.26,              1.69
 13,    12,   11,       0,             1,                18,                0,          0.51,              0.96
 22,     9,   17,       1,             0,                25,                1,          0.97,              1.81
 15,    10,   15,       0,             0,                23,                0,          0.68,              0.78
 20,     2,    1,       0,             1,                 8,                1,          0.28,              0.92
 29,     5,   10,       0,             0,                28,                0,          0.38,              0.69
 27,     4,   11,       1,             0,                28,                0,          0.41,              1.06
 10,     9,    4,       0,             0,                 4,                1,          0.15,              0.76
 29,     4,   23,       1,             0,                27,                0,          0.16,              1.49
  3,     8,    5,       0,             0,                28,                2,          0.15,              0.6
 19,     8,   10,       0,             0,                28,                1,          0.52,              0.77
  3,     6,   20,       0,             0,                 2,                2,          0.67,              1.07
 22,     6,    9,       0,             0,                22,                0,          0.59,              0.83
 14,    11,    3,       0,             0,                18,                0,          0.98,              1.03
  8,     8,    8,       0,             0,                21,                1,          0.13,              0.79
 27,    12,   11,       0,             0,                26,                0,          0.99,              1.05
 23,    12,    9,       0,             0,                 3,                0,          0.47,              0.86
 30,    10,   13,       0,             0,                22,                1,          0.22,              0.75
  4,     9,    4,       0,             0,                13,                1,          0.94,              1.01
 27,     5,    0,       0,             1,                 5,                0,          0.47,              0.99
 28,    11,    4,       0,             0,                12,                1,          0.35,              0.78
 20,     1,   15,       0,             0,                27,                0,          0.21,              0.76
 11,     1,    4,       1,             0,                30,                1,          0.27,              0.99
 26,     2,    4,       0,             0,                 6,                0,          0.98,              1.08
 31,    10,   17,       1,             0,                11,                0,          0.3 ,              1.52
 11,    10,    5,       0,             0,                27,                1,          0.98,              0.94
 27,     5,   20,       0,             0,                19,                1,          0.33,              1.32
 30,     4,   17,       0,             0,                27,                0,          0.23,              1.45
 11,     1,    9,       0,             0,                27,                1,          0.18,              0.79
  2,     4,   14,       0,             0,                13,                0,          0.41,              0.78
 30,     4,   23,       0,             0,                12,                1,          0.24,              1.52
 17,    10,   21,       1,             0,                10,                1,          0.7 ,              1.69
  9,     4,   10,       0,             0,                 5,                1,          0.24,              0.77
 28,     1,   18,       0,             0,                25,                0,          0.84,              1.47
 31,     9,   12,       0,             0,                 6,                0,          0.83,              0.97
 28,     3,   19,       0,             0,                 9,                0,          0.29,              1.57
  2,     4,    2,       0,             0,                23,                0,          0.75,              0.76
 29,     5,   15,       0,             0,                25,                0,          0.86,              0.99
 24,     7,    6,       0,             0,                14,                0,          0.59,              0.72
 15,     6,   11,       0,             0,                 8,                1,          0.37,              0.69
 16,     5,   14,       0,             0,                 2,                0,          0.44,              0.83
 25,     8,    7,       0,             0,                 4,                2,          0.79,              0.6
  4,     1,   22,       0,             0,                27,                0,          0.29,              1.44
  8,     7,   16,       1,             0,                 9,                2,          0.33,              1.31
  9,    12,    0,       0,             1,                14,                2,          0.16,              0.61
 26,     6,   20,       0,             0,                 2,                0,          0.4 ,              1.41
 26,    11,    7,       1,             0,                20,                2,          0.09,              0.6
  5,     5,   13,       0,             0,                17,                2,          0.32,              0.6
 16,     7,    9,       0,             0,                 2,                0,          0.37,              0.85
 13,     3,   18,       1,             0,                 6,                2,          0.26,              1.33
 30,     1,    7,       0,             0,                29,                0,          0.1 ,              0.71
  7,     9,   18,       0,             0,                23,                0,          0.52,              1.57
 26,     2,    3,       0,             0,                20,                1,          0.87,              0.96
 20,    10,    9,       1,             0,                30,                0,          0.34,              0.96
 17,     3,   22,       0,             0,                13,                0,          0.24,              1.56
  3,     8,    2,       0,             0,                15,                2,          0.29,              0.6
  5,    12,    3,       0,             0,                18,                2,          0.86,              0.61
 19,    10,   15,       0,             0,                 3,                1,          0.53,              0.73
 12,     9,   23,       0,             0,                 2,                0,          0.13,              1.54
 29,     3,    3,       0,             0,                 2,                2,          0.71,              0.6
 27,     6,   19,       1,             0,                 8,                0,          0.15,              1.49
  7,     7,   19,       1,             0,                 3,                2,          0.06,              1.5
 28,     1,   12,       0,             1,                21,                0,          0.26,              0.88
  9,     7,   20,       0,             0,                18,                2,          0.17,              1.1
 31,     4,   16,       0,             0,                23,                1,          0.6 ,              1.53
 28,     5,   22,       0,             0,                27,                2,          0.48,              1.18
  6,     8,   15,       0,             0,                10,                2,          0.72,              0.6
 29,     4,   16,       0,             0,                14,                2,          0.51,              1.21
 26,     4,    5,       0,             0,                 3,                1,          0.42,              0.77
 17,     8,    2,       0,             1,                28,                1,          0.53,              1.06
 16,     5,   19,       1,             0,                30,                1,          0.43,              1.68
 23,     6,   23,       0,             0,                 7,                0,          0.04,              1.48
 31,    12,    3,       1,             0,                 1,                1,          0.68,              0.94
  3,    11,    7,       1,             0,                24,                0,          0.96,              1.12
 21,     5,   19,       0,             0,                17,                2,          0.42,              1.09
 26,     1,    8,       0,             0,                 2,                0,          0.42,              0.69
  4,     7,   21,       0,             1,                 2,                2,          0.05,              1.18
 10,     6,    0,       1,             0,                20,                0,          0.89,              1.11
  5,     2,   12,       0,             0,                18,                0,          0.93,              0.98
 21,    11,    1,       1,             0,                29,                2,          0.81,              0.87
 22,     7,   22,       0,             0,                11,                0,          0.11,              1.45
 30,     6,    9,       0,             0,                23,                0,          0.9 ,              1.03
 10,     5,   22,       1,             0,                13,                1,          0.02,              1.64
 12,     8,   18,       0,             0,                25,                0,          0.44,              1.46
 10,     5,   16,       1,             0,                22,                0,          0.5 ,              1.69
 29,    11,   23,       0,             0,                26,                1,          0.83,              1.6
 13,     2,   12,       0,             0,                12,                2,          0.75,              0.6
 11,     6,   13,       0,             0,                15,                0,          0.8 ,              0.78
 22,    12,   10,       1,             0,                16,                0,          0.87,              1.24
 16,     1,    9,       1,             0,                21,                0,          0.48,              0.98
  8,     5,    6,       1,             0,                17,                0,          0.78,              0.92
  8,     6,    9,       0,             0,                12,                0,          0.07,              0.74
 27,     7,   23,       0,             0,                28,                0,          0.44,              1.51
 25,     2,    0,       0,             0,                23,                1,          0.03,              0.79
  8,     1,   13,       0,             0,                25,                2,          0.92,              0.64
 13,     6,    2,       1,             0,                12,                0,          0.96,              1.28
 27,     3,   12,       1,             0,                 7,                0,          0.08,              0.91
  2,     5,    1,       0,             0,                 6,                1,          0.53,              0.83
 30,    12,   16,       1,             0,                30,                0,          0.33,              1.54
 30,    11,   20,       1,             0,                 7,                1,          0.34,              1.68
 12,     2,    2,       1,             1,                16,                0,          0.45,              0.95
 10,     1,   14,       0,             0,                23,                0,          0.13,              0.83
 12,     1,    7,       1,             0,                 0,                0,          0.18,              1.0
 11,    11,    5,       0,             0,                 2,                0,          0.58,              0.67
 15,     4,    8,       0,             0,                 3,                1,          0.02,              0.77
 16,    10,   10,       0,             0,                18,                2,          0.6 ,              0.6
 17,     2,   21,       0,             0,                27,                0,          0.32,              1.41
 26,     1,    1,       0,             0,                 1,                1,          0.83,              0.97
  2,     6,    8,       0,             0,                28,                0,          0.6 ,              0.81
 18,     4,   17,       1,             0,                10,                1,          0.71,              1.55
 12,    10,   18,       0,             0,                28,                1,          0.11,              1.57
 19,    12,   21,       0,             1,                10,                0,          0.27,              1.74
 26,     7,   17,       0,             0,                18,                0,          1.0 ,              1.46
 23,    11,    4,       0,             0,                24,                0,          0.43,              0.69
 18,     6,   17,       0,             0,                27,                0,          0.36,              1.63
 30,     5,   11,       0,             1,                 1,                1,          0.87,              1.18
 17,    10,    3,       1,             0,                30,                2,          0.03,              0.67
 30,    12,   14,       1,             0,                 4,                1,          0.53,              1.01
  6,    12,   10,       0,             0,                18,                0,          0.21,              0.78
 25,    12,   18,       0,             0,                28,                0,          0.37,              1.38
 15,    12,    4,       0,             0,                 8,                0,          0.2 ,              0.68
  3,     2,    5,       0,             0,                 6,                1,          0.04,              0.82
  6,     5,   12,       0,             0,                25,                0,          0.42,              0.77
  3,     9,   22,       0,             1,                11,                0,          0.79,              1.71
 30,     9,    9,       0,             0,                27,                1,          0.95,              0.91
 29,     2,   23,       1,             0,                18,                0,          0.62,              1.65
  1,     7,   13,       0,             0,                30,                0,          0.39,              0.71
 30,    10,    3,       0,             0,                17,                0,          0.77,              0.71
 13,     4,   19,       0,             0,                27,                0,          0.51,              1.55
 28,     3,   22,       0,             0,                17,                0,          0.37,              1.28
 21,    11,   11,       0,             0,                20,                0,          0.18,              0.74
 26,     1,   14,       0,             0,                 8,                0,          0.8 ,              0.66
 14,     3,    9,       0,             0,                 1,                0,          0.5 ,              0.75
 13,    11,   10,       0,             0,                 1,                0,          0.96,              0.96
 27,     9,    8,       0,             0,                14,                2,          0.8 ,              0.6
  4,     9,   10,       0,             0,                23,                0,          0.42,              0.8
  7,     7,    1,       0,             0,                15,                0,          0.74,              0.77
 22,     3,   12,       0,             0,                27,                1,          0.45,              0.75
 10,     3,   21,       0,             0,                13,                0,          0.08,              1.35
  7,     4,    7,       0,             0,                18,                1,          0.52,              0.77
 21,     7,   20,       1,             0,                14,                0,          0.87,              1.87
 15,     7,   20,       1,             0,                 2,                2,          0.86,              1.62
 15,    12,    7,       1,             0,                 5,                2,          0.57,              0.68
  4,    12,    0,       0,             0,                 5,                1,          0.38,              0.77
 23,     2,    5,       0,             0,                30,                1,          0.01,              0.74
 23,    12,   12,       1,             0,                21,                0,          0.31,              0.93
  6,     5,    8,       0,             0,                20,                2,          0.99,              0.64
 24,     7,    5,       0,             0,                19,                0,          0.73,              0.71
 20,     7,   14,       0,             0,                27,                0,          0.72,              0.76
 26,     6,   22,       0,             0,                 8,                0,          0.76,              1.41
  5,    10,   15,       0,             1,                10,                0,          0.62,              0.94
 20,    10,    3,       0,             0,                 3,                1,          0.59,              0.78
 12,    12,   16,       0,             0,                13,                0,          0.45,              1.36
  1,     8,    8,       1,             0,                12,                1,          0.44,              1.01
 28,     3,   11,       0,             0,                14,                0,          0.87,              0.88
  8,     1,   21,       0,             0,                16,                2,          0.39,              1.04
  1,     3,   18,       1,             0,                 7,                1,          0.84,              1.76
  5,    11,   19,       0,             0,                10,                1,          0.84,              1.62
 31,     2,   11,       1,             0,                23,                1,          0.77,              1.03
 22,     2,   21,       0,             0,                10,                2,          0.04,              1.12
  6,     2,    5,       0,             0,                15,                0,          0.15,              0.72
 29,     5,   11,       1,             0,                 2,                0,          0.31,              0.97
 21,     1,    8,       0,             0,                24,                1,          0.85,              1.02
  3,    10,   19,       0,             0,                22,                1,          0.87,              1.78
 15,     4,    4,       0,             0,                14,                0,          0.04,              0.86
  5,    10,   20,       0,             0,                12,                0,          0.32,              1.32
 28,     5,    2,       1,             0,                 6,                0,          0.85,              1.23
 24,     2,    1,       0,             0,                 4,                0,          0.25,              0.77
 14,     5,    7,       0,             0,                27,                2,          0.98,              0.65
 18,    10,    9,       1,             0,                11,                0,          0.49,              0.88
 16,     4,   14,       0,             0,                 2,                1,          0.94,              0.9
  6,     8,    8,       1,             1,                29,                1,          0.43,              1.01
 25,     1,    9,       0,             0,                25,                0,          0.32,              0.8
 24,    12,   10,       0,             0,                11,                0,          0.36,              0.87
 14,     5,    8,       0,             0,                 4,                0,          0.88,              0.9
 27,    11,   13,       1,             0,                18,                1,          0.33,              0.99
 24,    12,    4,       0,             0,                28,                0,          0.67,              0.75
  8,    10,    8,       0,             0,                18,                0,          0.47,              0.76
 31,     1,    3,       0,             0,                 0,                0,          0.94,              1.01
 29,    10,    1,       0,             0,                19,                0,          0.16,              0.87
  7,    10,   18,       0,             0,                29,                0,          0.43,              1.33
  8,     4,    0,       1,             0,                24,                0,          0.12,              0.98
 13,     8,   20,       0,             0,                11,                0,          0.58,              1.42
  6,     1,    0,       0,             0,                21,                1,          0.4 ,              0.83
 18,    11,   11,       0,             0,                21,                0,          0.06,              0.78
  2,     2,   10,       0,             0,                 5,                1,          0.85,              0.89
  8,     1,    0,       1,             0,                28,                1,          0.38,              0.91
 11,    11,   13,       0,             0,                20,                2,          0.49,              0.6
  1,     7,   10,       1,             0,                17,                0,          0.41,              1.0
 22,     2,    6,       0,             1,                20,                0,          0.49,              1.01
 29,     1,    1,       1,             0,                15,                2,          0.02,              0.76
  6,    12,   14,       0,             0,                10,                1,          0.82,              0.98
 16,     6,    7,       1,             1,                 9,                0,          0.33,              0.97
 27,     6,   21,       0,             0,                 2,                0,          0.72,              1.3
 20,    10,   19,       1,             0,                25,                2,          0.06,              1.23
 12,     2,   14,       0,             0,                26,                0,          0.52,              0.81
 11,     1,    7,       0,             0,                17,                2,          0.91,              0.65
 29,    10,    9,       0,             0,                11,                2,          0.4 ,              0.6
 31,     3,   18,       1,             0,                13,                0,          0.2 ,              1.8
 27,    10,    2,       0,             0,                 3,                1,          0.1 ,              0.71
 29,     5,   19,       1,             0,                 9,                0,          0.86,              1.96
 10,     6,   13,       0,             0,                24,                1,          0.24,              0.76
  3,     3,    8,       1,             0,                 6,                0,          0.98,              1.24
 13,     9,    8,       0,             0,                15,                0,          0.25,              0.83
 27,    11,   20,       0,             0,                25,                1,          0.48,              1.56
  3,     5,    5,       0,             0,                 8,                0,          0.46,              0.81
 31,     2,    7,       0,             0,                29,                2,          0.06,              0.6
 15,    10,   10,       0,             1,                 2,                0,          0.53,              1.05
 16,     6,    7,       0,             0,                 1,                0,          0.67,              0.71
 29,    12,   11,       1,             1,                24,                0,          0.74,              0.96
 13,     8,    9,       1,             0,                 5,                2,          0.52,              0.71
 17,    11,   22,       0,             0,                 9,                0,          0.81,              1.81
  3,     6,    3,       0,             0,                 3,                2,          0.75,              0.6
 20,     4,   15,       0,             0,                 3,                0,          0.19,              0.77
 11,     6,   19,       0,             0,                 9,                0,          0.4 ,              1.33
 27,     8,    5,       0,             0,                 9,                2,          0.14,              0.6
 21,     8,    8,       1,             0,                12,                0,          0.13,              1.03
 19,    10,   22,       1,             0,                 5,                0,          0.71,              1.71
 22,     2,    4,       0,             0,                 6,                2,          0.53,              0.6
 11,     8,   20,       0,             0,                27,                1,          0.6 ,              1.61
 30,     6,   23,       0,             0,                26,                1,          0.73,              1.32
 31,     2,    5,       1,             1,                25,                1,          0.28,              1.0
 28,     1,   16,       0,             0,                 4,                0,          0.4 ,              1.44
 16,     6,   16,       0,             0,                14,                1,          0.61,              1.43
 21,     7,   23,       1,             0,                29,                1,          0.1 ,              1.73
  3,    10,   21,       0,             0,                 7,                1,          0.83,              1.54
 22,     5,   12,       0,             0,                 9,                0,          0.34,              0.78
  6,    10,   16,       0,             0,                11,                2,          0.66,              1.06
 31,     8,   13,       1,             0,                16,                1,          1.0 ,              1.14
 14,    11,    1,       0,             0,                15,                0,          0.48,              0.83
 24,    12,   18,       1,             0,                29,                1,          0.22,              1.53
 18,     9,    2,       1,             0,                 0,                0,          0.22,              0.98
 17,     4,    1,       1,             0,                 3,                1,          0.06,              1.02
  4,     7,    1,       0,             0,                 7,                2,          0.77,              0.6
 23,     8,   21,       1,             0,                26,                0,          0.29,              1.66
 15,     6,    6,       0,             0,                23,                2,          0.17,              0.6
 11,     2,    3,       0,             0,                 5,                0,          0.71,              0.86
 26,     7,   16,       0,             0,                20,                0,          0.31,              1.53
  3,     9,    5,       0,             0,                 9,                0,          0.6 ,              0.82
  3,     5,    6,       1,             0,                25,                0,          0.42,              0.92
 16,     2,   19,       1,             0,                30,                1,          0.33,              1.79
  5,     4,    5,       0,             0,                17,                1,          0.49,              0.8
 21,     3,    8,       1,             0,                12,                0,          0.31,              0.97
 29,     4,   19,       1,             0,                 4,                0,          0.87,              1.87
 10,    10,    3,       1,             0,                11,                1,          0.07,              0.98
 19,     7,    4,       0,             0,                20,                1,          0.03,              0.75
 25,    10,   18,       0,             1,                17,                2,          0.41,              1.4
  4,     8,    9,       0,             0,                 7,                0,          0.17,              0.87
 29,     1,   17,       0,             0,                13,                2,          0.74,              1.06
 29,     8,   14,       0,             0,                14,                0,          0.35,              0.76
 31,     5,    0,       1,             0,                25,                0,          0.26,              1.0
 19,    12,    4,       1,             0,                 4,                2,          0.36,              0.68
 11,     7,    4,       0,             0,                 4,                0,          0.22,              0.81
  2,    11,    7,       0,             0,                30,                1,          0.3 ,              0.87
 10,    11,   21,       0,             0,                27,                1,          0.57,              1.52
 29,     1,   21,       0,             0,                16,                0,          0.86,              1.7
 11,     2,   21,       0,             0,                12,                1,          0.37,              1.48
 25,     1,   19,       1,             0,                16,                1,          0.32,              1.73
 20,     5,   14,       0,             0,                10,                0,          0.78,              0.72
 16,     6,   16,       0,             0,                30,                1,          0.02,              1.37
 19,    10,   18,       0,             0,                 0,                2,          0.3 ,              1.16
 23,     9,   12,       0,             0,                23,                0,          0.45,              0.81
 24,     8,   21,       1,             0,                12,                2,          0.6 ,              1.43
 11,     7,   20,       1,             0,                25,                0,          0.16,              1.59
 14,    12,    9,       0,             0,                17,                0,          0.43,              0.77
  2,     5,   16,       1,             0,                23,                1,          0.57,              1.61
 23,     3,    4,       0,             0,                28,                0,          0.51,              0.75
 28,     9,   17,       0,             0,                27,                2,          0.57,              1.17
  5,     5,   16,       0,             0,                 5,                1,          0.66,              1.56
 31,     3,    3,       0,             0,                12,                2,          0.38,              0.6
 27,     3,   21,       0,             0,                20,                1,          0.06,              1.54
  5,     3,    6,       0,             0,                21,                2,          0.06,              0.6
 19,     6,    4,       0,             0,                19,                1,          0.86,              0.98
 21,     1,    7,       0,             0,                27,                0,          0.68,              0.71
 12,    11,    7,       1,             0,                10,                2,          0.76,              0.62
 18,     4,   10,       0,             0,                18,                0,          0.93,              0.99
  4,     8,    8,       1,             0,                26,                0,          0.75,              1.0
 22,     3,   18,       0,             0,                19,                0,          0.69,              1.61
 17,     5,   18,       0,             0,                 8,                2,          0.66,              1.26
 10,     2,    8,       0,             1,                12,                0,          0.26,              0.99
 20,     2,   22,       0,             0,                14,                0,          0.96,              1.66
  6,    11,   19,       0,             1,                23,                0,          0.54,              1.53
 25,     7,   16,       0,             1,                10,                0,          0.22,              1.6
 14,    10,   15,       1,             0,                23,                0,          0.21,              1.02
 11,     3,    6,       1,             0,                15,                1,          0.82,              1.23
 11,     5,   21,       0,             0,                30,                0,          0.25,              1.42
 29,     3,    2,       0,             0,                16,                1,          0.04,              0.67
 18,     6,   20,       0,             0,                 4,                0,          0.43,              1.53
 27,    10,   18,       0,             1,                21,                0,          0.82,              1.74
 23,     3,    7,       1,             0,                29,                1,          0.41,              0.95
 22,     8,    4,       0,             1,                13,                0,          0.8 ,              1.01
 18,     2,    5,       0,             0,                14,                0,          0.83,              0.93
 24,     3,    1,       0,             0,                 8,                2,          0.86,              0.64
 23,     8,   23,       0,             0,                13,                0,          0.59,              1.53
 11,     8,   18,       1,             0,                 9,                0,          0.7 ,              1.59
 21,     1,   12,       0,             1,                25,                0,          0.26,              0.98
 12,     8,    5,       0,             0,                21,                0,          0.1 ,              0.74
  5,    10,    5,       0,             0,                30,                0,          0.53,              0.76
 23,     2,    1,       0,             0,                12,                1,          0.01,              0.77
  9,    12,   23,       0,             0,                16,                0,          0.47,              1.29
 27,     7,    4,       1,             0,                 0,                0,          0.1 ,              0.98
 31,     6,   10,       1,             0,                13,                2,          0.11,              0.74
 25,     2,   10,       1,             0,                11,                0,          0.87,              1.19
  9,     5,   23,       1,             0,                 6,                0,          0.64,              1.57
 22,     7,   13,       0,             0,                 2,                1,          0.65,              0.76
 10,     8,   12,       0,             0,                22,                0,          0.4 ,              0.72
 22,     3,    7,       0,             0,                20,                0,          0.41,              0.79
 19,     1,   14,       1,             0,                 0,                1,          0.3 ,              1.02
  1,     7,   11,       1,             0,                26,                2,          0.43,              0.71
  7,     5,    2,       0,             0,                29,                0,          0.59,              0.79
  4,     5,   20,       1,             0,                23,                1,          0.19,              1.62
  1,     7,   22,       0,             0,                12,                0,          0.26,              1.39
 15,     1,    4,       0,             1,                24,                0,          0.49,              0.96
  8,     8,    5,       0,             0,                21,                0,          0.38,              0.86
 12,    12,    1,       0,             0,                 1,                0,          0.82,              0.99
 22,    10,    7,       0,             0,                 8,                0,          0.82,              1.02
 22,     5,    4,       0,             1,                17,                2,          0.34,              0.65
 18,     8,   21,       1,             0,                21,                2,          0.45,              1.31
 15,    10,   16,       0,             0,                25,                1,          0.98,              1.68
 17,    10,    1,       1,             1,                 3,                0,          0.83,              1.24
 29,     5,   10,       0,             1,                15,                1,          0.22,              0.92
 14,    12,    3,       1,             0,                29,                1,          0.28,              0.98
 14,     7,   10,       1,             0,                 5,                0,          0.08,              0.88
 18,    10,    8,       1,             0,                19,                0,          0.68,              0.98
 20,     3,    5,       0,             0,                26,                0,          0.32,              0.75
 18,     2,   23,       0,             0,                28,                0,          0.54,              1.49
 16,     6,    1,       0,             0,                 2,                0,          0.77,              0.75
  1,     5,   14,       0,             0,                30,                2,          0.84,              0.63
 23,     9,    4,       0,             0,                27,                0,          0.33,              0.8
 27,    10,   11,       0,             0,                10,                0,          0.24,              0.78
 11,     4,   12,       0,             0,                23,                2,          0.85,              0.64
 15,    11,   16,       1,             0,                28,                0,          0.38,              1.54
 12,     3,    3,       0,             0,                 4,                1,          0.82,              0.97
  8,     9,    9,       1,             0,                 0,                0,          0.15,              0.94
 22,     8,    0,       0,             0,                 7,                0,          0.91,              0.94
 20,     6,   10,       0,             0,                18,                0,          0.48,              0.82
 30,     1,   15,       0,             0,                 3,                0,          0.17,              0.77
  6,    10,   10,       1,             0,                 8,                1,          0.54,              0.92
  3,    12,    8,       1,             1,                 2,                0,          0.87,              1.2
 28,    11,    1,       1,             0,                29,                0,          0.39,              0.94
 24,     1,    6,       0,             0,                 4,                1,          0.18,              0.72
 26,    12,   18,       0,             0,                27,                0,          0.58,              1.51
 30,     6,   17,       0,             0,                15,                1,          0.83,              1.63
 13,     3,   19,       0,             0,                 7,                0,          0.12,              1.48
 13,     3,    6,       1,             1,                 5,                2,          0.04,              0.65
  2,     6,   22,       1,             0,                 2,                0,          0.06,              1.64
  5,     3,    8,       0,             0,                15,                0,          0.23,              0.77
 17,    11,   11,       1,             0,                 7,                0,          0.01,              0.97
  6,    10,    2,       0,             0,                12,                2,          0.43,              0.6
  2,     6,   22,       0,             0,                 4,                2,          0.7 ,              1.25
  4,     5,   21,       0,             0,                 5,                0,          0.71,              1.34
 22,     4,   15,       0,             1,                26,                1,          0.64,              1.08
 26,     8,    6,       0,             0,                 2,                0,          0.3 ,              0.84
 11,     2,   22,       0,             0,                 7,                0,          0.74,              1.52
  8,    12,    4,       1,             1,                 3,                1,          0.58,              0.99
 12,    11,   22,       0,             0,                24,                0,          0.86,              1.58
  8,     7,    6,       0,             0,                20,                0,          0.48,              0.8
 11,     4,   18,       0,             1,                16,                1,          0.18,              1.56
 22,     2,   16,       1,             0,                24,                1,          0.63,              1.65
 20,     7,   15,       0,             0,                 7,                0,          0.15,              0.75
  8,     1,   20,       1,             0,                20,                0,          0.96,              1.79
 29,     4,   23,       0,             0,                18,                0,          0.7 ,              1.49
  8,     9,   20,       0,             0,                28,                0,          0.76,              1.39
 26,     4,   18,       0,             0,                13,                0,          0.68,              1.32
 30,    12,   17,       0,             1,                 8,                2,          0.1 ,              1.28
 17,     3,   18,       0,             0,                11,                0,          0.47,              1.35
 20,    10,    3,       0,             0,                12,                1,          0.65,              0.85
 20,    10,    0,       0,             0,                22,                2,          0.23,              0.6
 23,     2,    3,       0,             0,                27,                1,          0.68,              0.73
 16,     3,    3,       0,             0,                26,                0,          0.82,              1.04
 14,     1,    8,       1,             0,                 7,                1,          0.27,              1.03
 30,    10,    7,       1,             1,                 2,                2,          0.2 ,              0.78
 11,     8,    1,       1,             0,                21,                0,          0.88,              1.2
